startup_name,sector,stage,region,business_model,founded_year,team_size,founder_count,founder_experience_years,has_technical_founder,funding_total_usd,monthly_burn_usd,runway_months,revenue_growth_pct,customer_growth_pct,churn_pct,burn_multiple,annual_revenue_run_rate,description,founder_bios,recent_update,failed_within_24_months,risk_score
AiToolsLabs0052,ai_tools,series_b,us,b2c,2021,181,2,19,0,25902095,110184,25.0,42.9,228.9,27.8,4.97,10772999,"series b B2C startup building a LLM workflow automation for knowledge workers. Team messaging emphasizes capital efficient and growing revenue base, while operating in a market facing weak retention and high burn.",Founding team of 2. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 42.9% revenue growth, 27.8% churn, and approximately 25.0 months of runway. Leadership says demand in ai_tools remains mixed.",1,0.56
HealthtechLabs0053,healthtech,seed,us,b2b,2023,10,2,19,1,2976064,15000,23.0,122.0,219.9,17.2,6.34,2291143,"seed B2B startup building a patient engagement platform for chronic care. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing high burn and limited runway.",Founding team of 2. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 122.0% revenue growth, 17.2% churn, and approximately 23.0 months of runway. Leadership says demand in healthtech remains mixed.",0,0.26
FintechLabs0054,fintech,series_a,asia,b2b,2025,66,1,2,1,10151684,49089,16.2,225.6,8.1,3.7,5.06,1000177,"series a B2B startup building a embedded finance tools for small businesses. Team messaging emphasizes growing revenue base and repeatable acquisition engine, while operating in a market facing limited runway and weak retention.",Founding team of 1. Combined founder experience averages about 2 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 225.6% revenue growth, 3.7% churn, and approximately 16.2 months of runway. Leadership says demand in fintech remains strong.",0,0.55
EcommerceLabs0055,ecommerce,series_b,africa,b2b,2024,181,1,4,1,26429953,88330,27.0,91.7,245.6,14.6,5.97,12390957,"series b B2B startup building a creator-led commerce infrastructure. Team messaging emphasizes repeatable acquisition engine and experienced founders, while operating in a market facing weak retention and high burn.",Founding team of 1. Combined founder experience averages about 4 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 91.7% revenue growth, 14.6% churn, and approximately 27.0 months of runway. Leadership says demand in ecommerce remains mixed.",0,0.44
BiotechLabs0056,biotech,pre_seed,us,b2b,2019,11,3,5,1,1277732,15000,21.1,90.9,260.2,33.0,3.67,1755304,"pre seed B2B startup building a AI-assisted drug discovery workflows. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 3. Combined founder experience averages about 5 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 90.9% revenue growth, 33.0% churn, and approximately 21.1 months of runway. Leadership says demand in biotech remains mixed.",0,0.35
HealthtechLabs0057,healthtech,seed,canada,b2b,2025,22,2,4,1,3833325,15000,10.5,41.1,120.2,20.1,6.26,3574904,"seed B2B startup building a remote monitoring tools for outpatient care. Team messaging emphasizes repeatable acquisition engine and growing revenue base, while operating in a market facing crowded market and limited runway.",Founding team of 2. Combined founder experience averages about 4 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 41.1% revenue growth, 20.1% churn, and approximately 10.5 months of runway. Leadership says demand in healthtech remains mixed.",1,0.68
ClimateLabs0058,climate,pre_seed,europe,b2c,2022,4,3,12,0,1287661,15000,4.9,180.1,291.1,4.1,4.48,726616,"pre seed B2C startup building a grid optimization software for utilities. Team messaging emphasizes experienced founders and capital efficient, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 3. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 180.1% revenue growth, 4.1% churn, and approximately 4.9 months of runway. Leadership says demand in climate remains strong.",0,0.5
CybersecurityLabs0059,cybersecurity,series_a,africa,b2c,2018,21,2,6,1,14307318,18731,15.0,94.5,176.2,15.1,2.12,10995452,"series a B2C startup building a identity security tools for modern enterprises. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing weak retention and limited runway.",Founding team of 2. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 94.5% revenue growth, 15.1% churn, and approximately 15.0 months of runway. Leadership says demand in cybersecurity remains mixed.",0,0.22
BiotechLabs0060,biotech,seed,europe,b2b,2024,11,1,1,0,1901208,15000,10.8,12.4,141.7,15.6,1.47,1518824,"seed B2B startup building a AI-assisted drug discovery workflows. Team messaging emphasizes growing revenue base and repeatable acquisition engine, while operating in a market facing go-to-market challenges and weak retention.",Founding team of 1. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 12.4% revenue growth, 15.6% churn, and approximately 10.8 months of runway. Leadership says demand in biotech remains fragile.",1,0.6
HealthtechLabs0061,healthtech,seed,asia,b2b,2018,23,4,3,1,4351097,18179,22.2,92.8,21.3,1.7,2.94,5229945,"seed B2B startup building a remote monitoring tools for outpatient care. Team messaging emphasizes clear product-market fit and experienced founders, while operating in a market facing crowded market and unclear differentiation.",Founding team of 4. Combined founder experience averages about 3 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 92.8% revenue growth, 1.7% churn, and approximately 22.2 months of runway. Leadership says demand in healthtech remains strong.",0,0.26
HealthtechLabs0062,healthtech,pre_seed,africa,b2b,2019,5,4,10,1,798495,15000,5.1,151.0,152.1,7.6,6.32,420527,"pre seed B2B startup building a remote monitoring tools for outpatient care. Team messaging emphasizes capital efficient and repeatable acquisition engine, while operating in a market facing crowded market and high burn.",Founding team of 4. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 151.0% revenue growth, 7.6% churn, and approximately 5.1 months of runway. Leadership says demand in healthtech remains strong.",1,0.61
ClimateLabs0063,climate,pre_seed,africa,b2b,2019,11,2,16,1,1315232,15000,28.0,132.4,185.1,22.2,6.98,1237404,"pre seed B2B startup building a carbon measurement and reporting platform. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing unclear differentiation and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 132.4% revenue growth, 22.2% churn, and approximately 28.0 months of runway. Leadership says demand in climate remains mixed.",0,0.36
ClimateLabs0064,climate,series_a,africa,b2b,2019,22,3,15,1,9186390,52223,5.1,213.3,254.4,21.9,4.3,6375974,"series a B2B startup building a sustainability intelligence tools for enterprises. Team messaging emphasizes repeatable acquisition engine and strong retention, while operating in a market facing unclear differentiation and limited runway.",Founding team of 3. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 213.3% revenue growth, 21.9% churn, and approximately 5.1 months of runway. Leadership says demand in climate remains mixed.",1,0.63
